Date,Ticker,Open,High,Low,Close,Volume
2021-07-29,QQQ,171.62,174.75,169.17,169.7,85635528
2021-07-30,QQQ,169.87,175.19,168.68,173.56,68321452
2021-08-02,QQQ,173.56,174.02,173.46,173.72,38740389
2021-08-03,QQQ,173.48,174.08,172.36,172.87,55264710
2021-08-04,QQQ,172.19,177.78,166.1,168.97,74397158
2021-08-05,QQQ,168.53,169.88,166.14,167.09,91120402
2021-08-06,QQQ,167.46,168.25,166.83,168.17,63584050
2021-08-09,QQQ,168.18,168.92,167.46,168.85,60346012
2021-08-10,QQQ,169.27,171.68,168.56,170.55,75583599
2021-08-11,QQQ,170.49,170.58,170.25,170.39,49675698
2021-08-12,QQQ,171.55,174.02,169.33,173.51,75482219
2021-08-13,QQQ,173.45,174.24,168.79,169.63,123321038
2021-08-16,QQQ,170.45,175.49,167.09,174.45,110509358
2021-08-17,QQQ,175.88,180.05,171.56,179.64,73200719
2021-08-18,QQQ,181.3,184.88,177.94,184.06,191667966
2021-08-19,QQQ,183.12,185.04,179.46,180.34,100496963
2021-08-20,QQQ,181.24,186.1,179.13,184.37,64116009
2021-08-23,QQQ,183.72,185.97,177.67,178.33,95827291
2021-08-24,QQQ,179.1,182.6,177.21,180.4,61716173
2021-08-25,QQQ,180.8,182.32,179.36,182.23,66820529
2021-08-26,QQQ,182.55,184.2,181.36,184.19,70037103
2021-08-27,QQQ,183.79,184.44,179.17,180.04,138602401
2021-08-30,QQQ,178.54,181.59,172.77,174.12,54713603
2021-08-31,QQQ,174.71,181.45,173.84,177.41,71277467
2021-09-01,QQQ,177.54,178.5,177.01,178.36,55597606
2021-09-02,QQQ,177.97,179.83,174.48,174.72,127211092
2021-09-03,QQQ,176.31,181.06,173.71,179.97,79163281
2021-09-06,QQQ,179.65,180.34,178.52,178.98,70802096
2021-09-07,QQQ,178.88,179.84,175.05,175.86,54726588
2021-09-08,QQQ,176.67,181.76,173.76,180.17,135144498
2021-09-09,QQQ,180.16,180.43,180.06,180.15,50618996
2021-09-10,QQQ,179.43,180.18,176.77,178.1,44969147
2021-09-13,QQQ,178.89,182.44,176.88,182.13,61523583
2021-09-14,QQQ,182.15,182.7,182.09,182.17,45520054
2021-09-15,QQQ,182.13,182.19,181.12,181.48,86623275
2021-09-16,QQQ,181.83,183.29,180.82,182.47,29829022
2021-09-17,QQQ,182.74,184.98,181.01,184.12,42298543
2021-09-20,QQQ,184.02,185.82,182.49,182.75,49963740
2021-09-21,QQQ,182.79,183.41,182.54,183.19,39840713
2021-09-22,QQQ,183.93,186.5,181.53,186.46,98466342
2021-09-23,QQQ,187.21,189.49,186.2,189.28,65314043
2021-09-24,QQQ,191.0,197.54,187.64,194.92,74596494
2021-09-27,QQQ,194.75,195.65,185.52,186.97,98777844
2021-09-28,QQQ,186.78,187.12,186.17,186.25,48642229
2021-09-29,QQQ,186.45,188.73,186.17,188.11,63669705
2021-09-30,QQQ,188.45,190.26,187.86,190.01,106954228
2021-10-01,QQQ,190.04,190.27,189.99,190.24,28817760
2021-10-04,QQQ,190.37,191.07,190.02,190.99,33760874
2021-10-05,QQQ,191.28,194.02,190.49,193.26,59357700
2021-10-06,QQQ,193.22,194.0,191.01,192.05,95474823
2021-10-07,QQQ,192.14,192.67,191.99,192.51,43026844
2021-10-08,QQQ,192.22,193.3,190.72,191.76,54025880
2021-10-11,QQQ,191.64,191.88,187.61,188.42,41705950
2021-10-12,QQQ,188.82,192.39,188.2,190.03,56863869
2021-10-13,QQQ,189.09,190.98,186.13,187.53,45912241
2021-10-14,QQQ,187.66,188.2,186.88,188.03,29626735
2021-10-15,QQQ,188.07,189.38,187.79,188.69,51361467
2021-10-18,QQQ,188.66,189.28,187.53,187.99,65314905
2021-10-19,QQQ,188.04,188.5,187.75,188.2,36742003
2021-10-20,QQQ,188.84,190.63,186.79,190.43,50814637
2021-10-21,QQQ,190.09,191.17,188.05,188.76,55313984
2021-10-22,QQQ,188.65,189.52,186.45,187.63,60300651
2021-10-25,QQQ,187.63,187.85,187.61,187.62,75392954
2021-10-26,QQQ,188.07,190.33,186.87,190.18,89399953
2021-10-27,QQQ,190.16,191.11,187.85,188.73,68909467
2021-10-28,QQQ,188.49,188.93,187.85,188.1,46282404
2021-10-29,QQQ,188.26,190.54,187.17,190.52,104364227
2021-11-01,QQQ,191.37,195.87,190.19,192.84,91004750
2021-11-02,QQQ,192.78,193.8,190.27,191.62,59184660
2021-11-03,QQQ,190.76,194.35,188.09,188.32,48174723
2021-11-04,QQQ,188.36,189.24,188.21,188.48,25358990
2021-11-05,QQQ,188.43,188.78,187.65,187.86,56874810
2021-11-08,QQQ,187.78,187.87,187.09,187.58,52751998
2021-11-09,QQQ,187.6,187.9,187.17,187.68,49943683
2021-11-10,QQQ,187.81,188.12,187.34,188.11,43679213
2021-11-11,QQQ,188.23,189.34,187.14,189.22,52584747
2021-11-12,QQQ,189.17,190.27,188.79,188.87,47178484
2021-11-15,QQQ,189.62,193.74,186.68,191.67,91354794
2021-11-16,QQQ,192.11,193.04,190.77,192.8,56380733
2021-11-17,QQQ,192.88,193.8,192.5,193.36,43264681
2021-11-18,QQQ,194.13,197.57,192.29,196.94,50003414
2021-11-19,QQQ,196.94,197.05,196.8,196.82,74298098
2021-11-22,QQQ,196.92,197.2,196.73,197.2,41568284
2021-11-23,QQQ,197.6,201.27,196.9,199.53,51670375
2021-11-24,QQQ,199.52,199.57,199.01,199.02,66966227
2021-11-25,QQQ,198.16,199.95,193.94,194.51,96797025
2021-11-26,QQQ,190.14,197.73,182.29,183.5,169536901
2021-11-29,QQQ,182.92,183.84,179.24,180.64,46260609
2021-11-30,QQQ,180.7,181.0,180.33,180.92,52165651
2021-12-01,QQQ,180.91,180.94,179.5,179.82,81358236
2021-12-02,QQQ,179.77,180.1,178.6,179.18,58509017
2021-12-03,QQQ,179.3,180.13,178.06,179.69,86244633
2021-12-06,QQQ,179.65,179.78,179.23,179.38,61709094
2021-12-07,QQQ,179.55,180.41,179.25,179.99,47757072
2021-12-08,QQQ,179.99,180.03,179.25,179.61,48584440
2021-12-09,QQQ,179.43,180.55,178.36,179.08,47670866
2021-12-10,QQQ,179.08,184.37,178.79,183.25,83174122
2021-12-13,QQQ,183.17,183.41,181.93,182.49,76826728
2021-12-14,QQQ,182.3,184.6,179.79,180.56,111076402
2021-12-15,QQQ,180.07,181.54,178.05,178.45,46153661
2021-12-16,QQQ,178.31,179.07,175.61,175.96,65481141
2021-12-17,QQQ,175.78,176.64,174.62,175.47,71901871
2021-12-20,QQQ,176.38,179.45,175.17,178.27,43000882
2021-12-21,QQQ,177.93,178.56,176.99,177.28,123453804
2021-12-22,QQQ,177.21,177.37,176.67,176.75,58166498
2021-12-23,QQQ,177.68,180.33,176.29,179.23,71414388
2021-12-24,QQQ,179.78,180.67,177.7,180.64,77266303
2021-12-27,QQQ,180.65,183.41,180.63,183.19,98931712
2021-12-28,QQQ,182.52,183.23,181.19,181.3,76334221
2021-12-29,QQQ,182.09,185.38,180.45,183.72,75609999
2021-12-30,QQQ,183.59,183.93,181.46,182.37,70377052
2021-12-31,QQQ,182.25,183.13,181.7,181.83,62284022
2022-01-03,QQQ,181.9,184.31,181.7,184.28,81005180
2022-01-04,QQQ,183.99,185.96,181.31,181.91,78756625
2022-01-05,QQQ,181.86,181.98,180.38,181.54,96973657
2022-01-06,QQQ,181.24,182.81,179.77,180.41,67214341
2022-01-07,QQQ,180.33,180.56,177.75,178.73,134852524
2022-01-10,QQQ,179.14,180.53,178.13,179.87,55646912
2022-01-11,QQQ,179.86,180.15,178.63,179.81,30684171
2022-01-12,QQQ,179.09,181.4,177.41,177.64,84618849
2022-01-13,QQQ,177.67,177.91,177.63,177.82,23868615
2022-01-14,QQQ,177.87,179.1,177.32,178.12,71985853
2022-01-17,QQQ,178.17,178.8,178.05,178.79,57068784
2022-01-18,QQQ,178.61,179.09,177.97,178.16,37736934
2022-01-19,QQQ,178.1,178.48,177.44,177.93,66868761
2022-01-20,QQQ,177.98,178.59,177.12,178.58,41366060
2022-01-21,QQQ,178.32,178.79,176.62,177.2,86513548
2022-01-24,QQQ,176.58,179.62,172.28,173.74,64117257
2022-01-25,QQQ,173.75,173.95,172.82,173.91,45842386
2022-01-26,QQQ,174.0,174.94,173.71,174.86,48609290
2022-01-27,QQQ,174.96,175.26,174.56,175.17,79118026
2022-01-28,QQQ,175.18,175.5,175.11,175.22,56542252
2022-01-31,QQQ,175.25,175.34,175.2,175.3,44381482
2022-02-01,QQQ,175.86,177.74,175.0,177.07,47648172
2022-02-02,QQQ,177.13,179.68,175.93,179.0,50945537
2022-02-03,QQQ,179.25,180.79,178.92,180.48,50872662
2022-02-04,QQQ,180.2,180.79,178.61,179.59,49320709
2022-02-07,QQQ,179.52,181.77,172.7,174.62,81027898
2022-02-08,QQQ,174.63,178.12,174.17,177.79,215970944
2022-02-09,QQQ,177.45,179.06,176.23,176.44,91518978
2022-02-10,QQQ,176.66,178.57,175.84,177.7,42550140
2022-02-11,QQQ,177.68,177.96,177.2,177.24,92488301
2022-02-14,QQQ,177.38,178.49,177.1,178.34,38437168
2022-02-15,QQQ,178.96,183.12,176.49,182.01,56309441
2022-02-16,QQQ,182.12,182.6,181.67,182.36,45331420
2022-02-17,QQQ,182.53,183.4,182.18,183.13,41767419
2022-02-18,QQQ,183.26,186.53,182.99,184.73,49081828
2022-02-21,QQQ,185.4,186.82,184.52,186.42,96452710
2022-02-22,QQQ,186.23,188.62,181.62,183.36,60963333
2022-02-23,QQQ,183.55,185.12,183.19,184.82,47430316
2022-02-24,QQQ,184.82,186.09,183.63,185.47,56626748
2022-02-25,QQQ,185.75,186.86,185.18,186.28,42406232
2022-02-28,QQQ,186.91,188.82,186.28,188.43,54849418
2022-03-01,QQQ,188.32,188.52,185.7,186.53,109613459
2022-03-02,QQQ,186.64,188.39,185.97,186.89,43100087
2022-03-03,QQQ,187.11,189.69,186.71,189.13,62378054
2022-03-04,QQQ,190.18,192.84,187.04,192.16,83856526
2022-03-07,QQQ,194.0,197.71,191.2,197.55,61838823
2022-03-08,QQQ,198.86,206.31,197.16,201.99,69749467
2022-03-09,QQQ,202.14,202.88,201.08,202.66,37630785
2022-03-10,QQQ,203.28,204.64,202.62,204.49,63828542
2022-03-11,QQQ,204.38,204.65,203.8,204.19,35081799
2022-03-14,QQQ,204.32,211.37,199.98,208.55,97363111
2022-03-15,QQQ,208.71,209.42,208.07,209.01,45651654
2022-03-16,QQQ,210.83,217.74,207.84,215.88,90705061
2022-03-17,QQQ,216.54,219.37,215.2,218.95,84585963
2022-03-18,QQQ,219.17,221.86,218.84,220.51,59100224
2022-03-21,QQQ,220.06,221.02,214.9,215.06,138221199
2022-03-22,QQQ,216.02,222.78,214.33,220.49,91718763
2022-03-23,QQQ,220.83,224.78,219.46,224.52,81775875
2022-03-24,QQQ,224.7,225.97,224.28,225.53,55202588
2022-03-25,QQQ,227.17,232.58,225.19,232.49,141762770
2022-03-28,QQQ,232.46,232.61,227.47,228.19,71787232
2022-03-29,QQQ,228.35,230.34,227.78,229.75,61675377
2022-03-30,QQQ,231.85,237.2,228.19,237.0,132480695
2022-03-31,QQQ,236.96,237.1,236.23,236.38,83273364
2022-04-01,QQQ,236.2,236.62,235.52,235.7,107177788
2022-04-04,QQQ,234.94,236.59,230.38,231.96,98245821
2022-04-05,QQQ,232.36,237.14,231.45,234.75,51421522
2022-04-06,QQQ,234.99,238.02,234.66,237.34,110667892
2022-04-07,QQQ,236.8,238.14,234.67,235.81,41169916
2022-04-08,QQQ,239.01,249.89,234.12,246.44,107725169
2022-04-11,QQQ,246.44,248.44,243.2,243.23,66785284
2022-04-12,QQQ,243.79,248.17,238.71,247.69,45489669
2022-04-13,QQQ,249.71,254.31,247.18,253.56,39779848
2022-04-14,QQQ,254.21,261.36,251.18,260.01,68747163
2022-04-15,QQQ,260.24,264.0,259.82,263.46,82369059
2022-04-18,QQQ,262.38,264.56,259.54,260.63,51140813
2022-04-19,QQQ,260.81,265.43,258.88,264.99,93417766
2022-04-20,QQQ,261.83,265.16,253.46,255.09,121644357
2022-04-21,QQQ,256.38,263.95,254.21,261.29,71094113
2022-04-22,QQQ,261.37,264.2,261.27,263.17,37051424
2022-04-25,QQQ,263.4,265.48,262.48,264.39,64614023
2022-04-26,QQQ,266.2,270.71,262.41,269.73,145732400
2022-04-27,QQQ,271.12,273.8,268.06,273.33,71206187
2022-04-28,QQQ,271.37,277.4,264.25,265.73,127353896
2022-04-29,QQQ,265.25,265.79,262.4,263.49,64265761
2022-05-02,QQQ,263.69,265.2,262.13,265.17,70095412
2022-05-03,QQQ,265.06,265.83,264.17,264.72,42966907
2022-05-04,QQQ,264.83,265.4,264.59,265.4,45634698
2022-05-05,QQQ,265.79,268.78,265.05,267.42,65846281
2022-05-06,QQQ,267.33,267.67,264.98,266.26,82386213
2022-05-09,QQQ,265.28,267.89,262.98,263.59,73750369
2022-05-10,QQQ,263.41,263.8,262.52,262.95,69862485
2022-05-11,QQQ,262.75,263.77,258.71,259.1,47867899
2022-05-12,QQQ,258.46,259.52,256.43,256.98,87182707
2022-05-13,QQQ,257.44,260.15,256.96,259.09,60996506
2022-05-16,QQQ,259.05,259.12,257.98,258.58,45496532
2022-05-17,QQQ,258.56,258.63,257.43,258.41,50511157
2022-05-18,QQQ,258.51,260.91,257.8,260.54,63644452
2022-05-19,QQQ,260.49,260.94,259.89,260.39,70960276
2022-05-20,QQQ,260.53,262.36,260.06,261.31,51635651
2022-05-23,QQQ,261.41,265.58,260.52,264.12,51232231
2022-05-24,QQQ,262.47,264.24,257.97,258.93,86587741
2022-05-25,QQQ,258.54,259.1,256.01,257.01,46488486
2022-05-26,QQQ,257.9,260.73,255.99,260.01,66487173
2022-05-27,QQQ,260.03,260.75,259.99,260.63,52158156
2022-05-30,QQQ,265.32,280.26,260.32,274.02,82452457
2022-05-31,QQQ,274.59,276.79,273.31,276.26,44940659
2022-06-01,QQQ,277.12,280.02,275.15,279.42,49383036
2022-06-02,QQQ,279.52,280.29,279.31,280.08,99621140
2022-06-03,QQQ,280.05,280.28,279.36,279.59,50832704
2022-06-06,QQQ,280.37,283.96,278.48,283.23,103456871
2022-06-07,QQQ,283.25,283.32,283.19,283.31,52954317
2022-06-08,QQQ,283.4,284.39,282.26,283.65,69383022
2022-06-09,QQQ,283.78,284.86,283.14,284.64,48261031
2022-06-10,QQQ,284.68,285.81,284.39,284.75,54411565
2022-06-13,QQQ,285.45,292.5,284.48,290.91,67555138
2022-06-14,QQQ,290.93,297.63,290.11,296.29,56800204
2022-06-15,QQQ,296.96,300.76,296.19,299.96,141498309
2022-06-16,QQQ,300.91,310.03,298.36,307.44,91629565
2022-06-17,QQQ,307.45,310.94,306.92,310.85,73249832
2022-06-20,QQQ,311.25,317.65,310.05,314.83,48941943
2022-06-21,QQQ,316.17,322.37,314.43,319.19,52342640
2022-06-22,QQQ,319.18,319.74,318.06,318.59,61107404
2022-06-23,QQQ,318.61,319.95,318.17,319.84,38210321
2022-06-24,QQQ,319.83,320.04,319.5,319.79,43202945
2022-06-27,QQQ,318.88,323.52,309.6,312.1,143215470
2022-06-28,QQQ,311.01,312.37,308.1,308.39,55583132
2022-06-29,QQQ,310.17,316.21,307.61,314.19,108759979
2022-06-30,QQQ,314.01,314.79,313.39,313.46,59749510
2022-07-01,QQQ,313.47,313.79,312.53,313.77,73920212
2022-07-04,QQQ,315.49,320.56,312.74,320.34,83423905
2022-07-05,QQQ,320.62,323.18,319.36,323.05,58366200
2022-07-06,QQQ,322.85,323.39,319.93,320.48,71621575
2022-07-07,QQQ,320.15,320.61,319.32,319.35,37737066
2022-07-08,QQQ,318.76,322.31,310.86,314.6,76477894
2022-07-11,QQQ,313.43,315.03,309.37,311.3,67606135
2022-07-12,QQQ,311.36,313.96,310.63,313.01,70240510
2022-07-13,QQQ,313.15,315.45,312.51,314.36,45617494
2022-07-14,QQQ,316.89,328.41,309.27,323.6,79861980
2022-07-15,QQQ,325.16,328.18,323.01,328.0,42905311
2022-07-18,QQQ,327.68,328.57,325.46,326.86,88074358
2022-07-19,QQQ,327.61,331.49,324.18,331.22,50196660
2022-07-20,QQQ,331.15,331.39,329.6,330.66,33682707
2022-07-21,QQQ,330.81,332.15,330.44,331.63,50426717
2022-07-22,QQQ,331.9,332.64,331.61,332.49,40893771
2022-07-25,QQQ,330.75,334.66,325.8,326.03,97865240
2022-07-26,QQQ,326.21,326.57,325.84,326.49,38871653
2022-07-27,QQQ,328.92,333.74,321.9,333.37,68912390
2022-07-28,QQQ,333.39,333.57,333.16,333.5,44655635
2022-07-29,QQQ,333.89,336.77,332.87,335.4,72727102
2022-08-01,QQQ,335.01,336.42,330.27,330.44,63770534
2022-08-02,QQQ,330.1,332.64,327.55,327.97,48021477
2022-08-03,QQQ,327.96,328.17,327.82,327.87,53588867
2022-08-04,QQQ,328.21,331.91,325.64,331.7,68314673
2022-08-05,QQQ,331.4,333.55,324.72,327.79,73895908
2022-08-08,QQQ,329.16,338.45,326.4,334.67,76722997
2022-08-09,QQQ,336.48,341.42,332.34,339.91,159496420
2022-08-10,QQQ,339.9,340.0,339.64,339.74,58514372
2022-08-11,QQQ,340.16,341.4,339.67,341.21,62915050
2022-08-12,QQQ,341.71,343.2,340.89,342.55,44263445
2022-08-15,QQQ,341.77,345.04,334.78,338.25,66852322
2022-08-16,QQQ,340.61,347.22,335.87,345.92,90945006
2022-08-17,QQQ,345.91,346.12,345.66,345.83,50752551
2022-08-18,QQQ,345.57,346.59,344.0,344.11,78994394
2022-08-19,QQQ,344.11,344.24,343.92,344.08,53201024
2022-08-22,QQQ,343.9,344.47,341.95,342.42,55729051
2022-08-23,QQQ,342.31,342.71,341.32,341.53,53719993
2022-08-24,QQQ,341.62,341.88,341.42,341.87,37367241
2022-08-25,QQQ,341.65,343.1,339.67,340.41,74338609
2022-08-26,QQQ,340.51,341.07,339.97,340.74,55654731
2022-08-29,QQQ,340.13,341.9,338.51,339.05,48892202
2022-08-30,QQQ,339.02,339.74,338.64,338.98,55790586
2022-08-31,QQQ,338.94,339.17,338.83,338.87,42051444
2022-09-01,QQQ,338.94,339.27,338.77,339.16,93184874
2022-09-02,QQQ,340.07,342.78,339.1,341.52,57730078
2022-09-05,QQQ,340.14,342.42,336.33,336.79,96261419
2022-09-06,QQQ,336.42,338.25,334.12,335.19,93892881
2022-09-07,QQQ,335.3,336.61,334.65,336.21,68841873
2022-09-08,QQQ,337.81,342.84,333.54,340.33,98184563
2022-09-09,QQQ,342.62,349.87,336.55,347.73,68644371
2022-09-12,QQQ,348.17,357.91,345.97,356.18,73486983
2022-09-13,QQQ,355.93,356.37,355.18,355.45,73141166
2022-09-14,QQQ,355.09,356.67,352.68,353.77,87332764
2022-09-15,QQQ,354.1,356.0,353.51,355.81,91833376
2022-09-16,QQQ,356.56,359.32,352.61,359.0,66416876
2022-09-19,QQQ,359.56,362.45,356.59,361.94,55473719
2022-09-20,QQQ,361.84,362.57,359.32,359.71,44851828
2022-09-21,QQQ,359.7,360.25,359.27,359.63,46865893
2022-09-22,QQQ,361.56,372.22,355.56,368.77,89627289
2022-09-23,QQQ,368.07,370.0,366.05,366.34,67128900
2022-09-26,QQQ,366.41,367.29,365.81,366.86,47321537
2022-09-27,QQQ,368.17,373.33,366.68,370.89,58328271
2022-09-28,QQQ,373.64,380.01,370.04,378.39,66903500
2022-09-29,QQQ,378.69,384.86,377.61,383.24,63691362
2022-09-30,QQQ,383.85,385.15,382.39,384.94,62091719
2022-10-03,QQQ,389.4,401.32,379.81,397.69,149231917
2022-10-04,QQQ,398.09,400.71,395.92,400.26,63078421
2022-10-05,QQQ,401.25,405.05,400.02,404.04,75881449
2022-10-06,QQQ,403.87,404.08,402.32,403.11,50984028
2022-10-07,QQQ,402.5,404.18,400.11,401.34,33174278
2022-10-10,QQQ,401.88,405.74,399.35,404.06,53406958
2022-10-11,QQQ,403.01,405.61,398.47,399.34,62490258
2022-10-12,QQQ,398.05,402.35,390.02,391.24,94271534
2022-10-13,QQQ,389.75,392.76,386.53,386.66,117342199
2022-10-14,QQQ,386.56,387.95,385.75,385.91,66568024
2022-10-17,QQQ,385.81,386.82,374.83,375.58,66048662
2022-10-18,QQQ,377.64,385.03,372.87,383.97,162833559
2022-10-19,QQQ,384.55,386.49,383.75,385.93,56543979
2022-10-20,QQQ,387.21,394.75,383.74,393.46,115214526
2022-10-21,QQQ,393.51,393.9,392.75,393.61,48783404
2022-10-24,QQQ,394.17,398.92,392.62,398.79,68778353
2022-10-25,QQQ,397.66,399.28,394.62,395.08,52554162
2022-10-26,QQQ,395.34,396.5,394.41,396.43,65563312
2022-10-27,QQQ,396.16,399.0,386.87,387.34,77018057
2022-10-28,QQQ,387.56,389.15,385.49,388.69,64580710
2022-10-31,QQQ,386.34,389.36,377.25,379.12,84720664
2022-11-01,QQQ,375.5,380.03,363.16,368.44,212093173
2022-11-02,QQQ,368.62,378.86,367.27,376.17,111397455
2022-11-03,QQQ,376.19,376.65,375.84,376.39,57813298
2022-11-04,QQQ,376.39,377.69,376.02,376.42,37850049
2022-11-07,QQQ,373.85,381.62,368.15,368.86,59792960
2022-11-08,QQQ,368.08,369.0,365.09,365.7,105557897
2022-11-09,QQQ,365.76,367.72,364.69,367.69,72762535
2022-11-10,QQQ,362.42,372.56,344.03,351.69,272638759
2022-11-11,QQQ,351.99,353.92,351.4,353.73,58418810
2022-11-14,QQQ,354.17,356.88,352.16,355.56,48641921
2022-11-15,QQQ,356.62,367.02,352.8,364.63,119987120
2022-11-16,QQQ,362.99,365.24,357.71,357.78,113301928
2022-11-17,QQQ,357.41,359.74,352.97,354.42,71785862
2022-11-18,QQQ,354.45,355.36,353.88,354.65,76590805
2022-11-21,QQQ,355.62,358.17,353.38,357.74,73722378
2022-11-22,QQQ,357.79,359.67,357.67,358.93,62233558
2022-11-23,QQQ,357.46,360.69,351.19,353.38,53172522
2022-11-24,QQQ,353.31,353.86,352.68,352.88,63382428
2022-11-25,QQQ,353.01,354.08,352.01,353.85,51766261
2022-11-28,QQQ,354.11,354.73,353.34,354.61,41292189
2022-11-29,QQQ,353.9,354.83,352.45,352.64,103520085
2022-11-30,QQQ,351.31,355.35,342.8,345.27,70296725
2022-12-01,QQQ,345.33,346.25,344.85,346.2,33136225
2022-12-02,QQQ,346.57,348.38,345.78,347.16,61169131
2022-12-05,QQQ,346.5,347.21,342.35,343.66,63994440
2022-12-06,QQQ,344.57,346.97,341.25,346.04,70382381
2022-12-07,QQQ,345.99,346.29,345.16,345.53,56024400
2022-12-08,QQQ,345.55,345.9,345.28,345.73,67060231
2022-12-09,QQQ,345.23,346.79,339.19,340.61,103316289
2022-12-12,QQQ,340.48,341.48,338.37,339.64,74761029
2022-12-13,QQQ,339.74,345.13,338.87,343.62,82647413
2022-12-14,QQQ,343.73,346.08,343.07,345.58,43281025
2022-12-15,QQQ,348.06,352.82,343.05,351.89,129620103
2022-12-16,QQQ,351.99,352.78,351.33,352.47,54256237
2022-12-19,QQQ,352.49,352.64,352.32,352.59,68215548
2022-12-20,QQQ,353.98,364.19,352.16,363.04,56355849
2022-12-21,QQQ,361.73,363.62,356.35,357.73,49436039
2022-12-22,QQQ,359.69,365.29,357.67,364.42,105513184
2022-12-23,QQQ,365.57,369.54,362.58,368.21,45995393
2022-12-26,QQQ,369.42,371.98,367.45,371.57,74208329
2022-12-27,QQQ,371.47,373.94,370.87,370.89,55895400
2022-12-28,QQQ,370.82,371.63,370.02,370.55,36528162
2022-12-29,QQQ,369.76,370.76,357.9,363.31,135594617
2022-12-30,QQQ,363.4,367.46,361.82,365.21,71469921
2023-01-02,QQQ,365.28,367.26,365.01,367.07,77275720
2023-01-03,QQQ,367.14,367.58,367.02,367.32,66966962
2023-01-04,QQQ,366.77,367.36,364.12,365.02,57471176
2023-01-05,QQQ,365.35,368.57,364.41,367.92,75520980
2023-01-06,QQQ,368.89,373.18,367.13,372.07,74280434
2023-01-09,QQQ,372.16,373.16,371.7,372.33,76236259
2023-01-10,QQQ,372.29,372.39,371.99,372.14,68364383
2023-01-11,QQQ,373.04,378.11,371.48,377.22,67808722
2023-01-12,QQQ,378.54,383.08,376.12,381.82,123651397
2023-01-13,QQQ,381.44,382.86,379.98,380.51,61338317
2023-01-16,QQQ,381.02,383.86,379.75,383.67,89467704
2023-01-17,QQQ,382.67,384.5,380.62,380.67,45515645
2023-01-18,QQQ,381.3,389.37,378.25,387.87,117854927
2023-01-19,QQQ,388.04,388.53,387.8,388.3,52945791
2023-01-20,QQQ,388.09,389.45,386.58,386.62,66219994
2023-01-23,QQQ,387.23,390.32,385.2,388.9,30743217
2023-01-24,QQQ,387.74,391.42,385.16,385.92,49297393
2023-01-25,QQQ,386.09,387.89,385.67,387.19,47494310
2023-01-26,QQQ,387.8,389.48,386.87,389.4,49868603
2023-01-27,QQQ,389.61,390.95,387.76,390.46,66003815
2023-01-30,QQQ,389.98,391.13,385.47,387.94,79381266
2023-01-31,QQQ,388.38,389.48,386.85,389.41,44253175
2023-02-01,QQQ,389.57,392.51,388.53,390.37,36963985
2023-02-02,QQQ,391.56,395.31,389.76,394.12,52044378
2023-02-03,QQQ,392.1,395.93,386.09,388.85,115955244
2023-02-06,QQQ,389.45,390.58,387.91,390.44,56089794
2023-02-07,QQQ,390.21,392.32,387.92,388.78,72824350
2023-02-08,QQQ,388.45,389.79,386.8,387.24,52563765
2023-02-09,QQQ,387.36,387.79,386.94,387.77,56286761
2023-02-10,QQQ,386.2,388.34,382.99,383.69,65908767
2023-02-13,QQQ,383.83,384.55,383.34,384.5,52007819
2023-02-14,QQQ,383.36,390.22,372.53,376.14,100232034
2023-02-15,QQQ,376.5,380.67,375.28,378.9,37892283
2023-02-16,QQQ,380.48,387.34,376.17,386.34,89360317
2023-02-17,QQQ,387.55,395.62,382.41,393.85,104238307
2023-02-20,QQQ,394.04,395.28,393.62,395.17,46608748
2023-02-21,QQQ,395.54,400.58,393.73,399.7,86245119
2023-02-22,QQQ,400.15,402.8,398.61,402.26,71707863
2023-02-23,QQQ,398.65,407.36,384.87,386.93,137049514
2023-02-24,QQQ,386.98,389.75,385.64,389.25,69613362
2023-02-27,QQQ,389.6,398.52,388.6,396.73,115224278
2023-02-28,QQQ,398.5,404.47,396.05,404.45,124247395
2023-03-01,QQQ,403.71,404.62,401.25,401.45,73941349
2023-03-02,QQQ,400.86,402.23,398.14,398.84,73844229
2023-03-03,QQQ,403.54,419.36,396.84,412.12,120630962
2023-03-06,QQQ,411.88,413.63,410.19,411.3,81067687
2023-03-07,QQQ,412.31,423.72,410.27,423.44,94742044
2023-03-08,QQQ,423.14,426.9,416.85,418.17,111894556
2023-03-09,QQQ,417.73,421.16,410.32,411.06,101113622
2023-03-10,QQQ,410.77,411.22,409.02,410.24,70604562
2023-03-13,QQQ,409.82,411.72,406.36,407.28,67692995
2023-03-14,QQQ,405.45,407.89,400.71,401.22,73610896
2023-03-15,QQQ,402.91,408.04,397.87,406.28,69813839
2023-03-16,QQQ,406.3,407.08,406.12,406.34,57621207
2023-03-17,QQQ,406.48,410.84,406.31,408.34,53990130
2023-03-20,QQQ,402.37,409.5,390.8,392.52,102345774
2023-03-21,QQQ,393.48,397.11,389.2,396.9,93093344
2023-03-22,QQQ,396.23,397.59,390.69,393.73,76724285
2023-03-23,QQQ,393.19,395.26,388.33,389.17,111301639
2023-03-24,QQQ,389.17,389.17,389.1,389.15,50314633
2023-03-27,QQQ,389.09,389.31,388.68,388.69,55004202
2023-03-28,QQQ,388.84,391.35,387.32,391.33,70127650
2023-03-29,QQQ,392.97,396.95,389.69,396.2,49695718
2023-03-30,QQQ,394.73,396.71,382.98,387.27,82093037
