date,headline,ticker,source,positive,negative,neutral,label,compound_score
2021-08-25,GOOGL hit by data breach affecting millions of users,GOOGL,MarketWatch,0.0542,0.8093,0.1364,negative,-0.7551
2021-08-26,MSFT expands into new market with strategic acquisition,MSFT,Bloomberg,0.7666,0.0393,0.1941,positive,0.7272
2021-08-27,Small caps outperform as risk appetite improves,,CNBC,0.595,0.1222,0.2828,positive,0.4728
2021-08-30,Options activity in GOOGL suggests sideways movement,GOOGL,MarketWatch,0.242,0.0999,0.6581,neutral,0.1421
2021-08-30,Markets tumble on recession fears and weak economic data,,Reuters,0.1389,0.6064,0.2547,negative,-0.4675
2021-08-30,Analysts maintain hold rating on QQQ,QQQ,Yahoo Finance,0.2675,0.2426,0.4899,neutral,0.025
2021-08-31,Trading volume in QQQ remains steady ahead of earnings,QQQ,MarketWatch,0.0764,0.3679,0.5557,neutral,-0.2916
2021-09-02,Concerns mount over QQQ slowing growth trajectory,QQQ,CNBC,0.0436,0.6561,0.3003,negative,-0.6125
2021-09-02,Institutional investors increase holdings in GOOGL,GOOGL,Bloomberg,0.7315,0.1435,0.125,positive,0.5881
2021-09-06,QQQ reports results in line with expectations,QQQ,Bloomberg,0.203,0.2486,0.5484,neutral,-0.0456
2021-09-06,MSFT faces class action lawsuit from shareholders,MSFT,Reuters,0.1019,0.8799,0.0182,negative,-0.778
2021-09-07,Trade tensions weigh on AAPL international revenue,AAPL,CNBC,0.2977,0.1436,0.5587,neutral,0.1541
2021-09-08,GOOGL reports record revenue in Q2 results,GOOGL,Reuters,0.6193,0.088,0.2926,positive,0.5313
2021-09-09,AAPL holds investor day with no major announcements,AAPL,Yahoo Finance,0.0502,0.2608,0.689,neutral,-0.2107
2021-09-09,"QQQ misses revenue estimates, stock drops",QQQ,MarketWatch,0.0546,0.8098,0.1356,negative,-0.7551
2021-09-10,GOOGL faces class action lawsuit from shareholders,GOOGL,CNBC,0.0556,0.6128,0.3316,negative,-0.5572
2021-09-10,MSFT reports record revenue in Q3 results,MSFT,CNBC,0.8615,0.129,0.0095,positive,0.7325
2021-09-10,Consumer confidence drops to lowest level in six months,,MarketWatch,0.0352,0.6291,0.3357,negative,-0.5939
2021-09-13,MSFT trading near 50-day moving average,MSFT,Yahoo Finance,0.1981,0.2427,0.5592,neutral,-0.0446
2021-09-13,SPY hit by data breach affecting millions of users,SPY,Bloomberg,0.1418,0.8484,0.0097,negative,-0.7066
2021-09-13,AAPL hit by data breach affecting millions of users,AAPL,Yahoo Finance,0.0979,0.8279,0.0742,negative,-0.7301
2021-09-14,GOOGL to present at upcoming investor conference,GOOGL,Bloomberg,0.0685,0.4388,0.4927,neutral,-0.3703
2021-09-15,Strong consumer demand drives SPY sales higher,SPY,CNBC,0.7705,0.0901,0.1394,positive,0.6805
2021-09-16,Earnings season kicks off with mixed bank results,,CNBC,0.1307,0.1655,0.7038,neutral,-0.0349
2021-09-16,AAPL cloud revenue growth accelerates in latest quarter,AAPL,MarketWatch,0.5647,0.0751,0.3602,positive,0.4896
2021-09-20,Cryptocurrency volatility spills over into tech stocks,,CNBC,0.2489,0.0104,0.7408,neutral,0.2385
2021-09-20,MSFT reports record revenue in Q3 results,MSFT,CNBC,0.5625,0.1337,0.3038,positive,0.4288
2021-09-21,AAPL maintains dividend at current levels,AAPL,Reuters,0.1412,0.2673,0.5915,neutral,-0.1261
2021-09-22,MSFT maintains dividend at current levels,MSFT,Bloomberg,0.1988,0.2472,0.554,neutral,-0.0484
2021-09-22,Global markets rally on trade deal optimism,,MarketWatch,0.7463,0.1054,0.1483,positive,0.641
2021-09-23,S&P 500 closes at session highs on broad rally,,CNBC,0.7622,0.0387,0.199,positive,0.7235
2021-09-23,Concerns mount over AAPL slowing growth trajectory,AAPL,Bloomberg,0.1293,0.6452,0.2255,negative,-0.5158
2021-09-27,MSFT announces leadership transition plan,MSFT,MarketWatch,0.1621,0.1889,0.649,neutral,-0.0268
2021-09-28,GDP growth slows but beats revised expectations,,CNBC,0.6176,0.021,0.3614,positive,0.5966
2021-09-28,"QQQ misses revenue estimates, stock drops",QQQ,MarketWatch,0.0271,0.6654,0.3075,negative,-0.6383
2021-09-29,Market selloff drags MSFT below key support levels,MSFT,Yahoo Finance,0.1268,0.7284,0.1447,negative,-0.6016
2021-09-29,AAPL announces major share buyback program,AAPL,Bloomberg,0.2619,0.2024,0.5356,neutral,0.0595
2021-09-30,Institutional investors increase holdings in MSFT,MSFT,Yahoo Finance,0.8107,0.0363,0.153,positive,0.7744
2021-09-30,Rising costs pressure GOOGL profit margins,GOOGL,Reuters,0.0397,0.7885,0.1718,negative,-0.7488
2021-09-30,Wall Street bullish on GOOGL growth prospects,GOOGL,MarketWatch,0.7923,0.0386,0.1692,positive,0.7537
2021-10-01,Cryptocurrency volatility spills over into tech stocks,,Yahoo Finance,0.1916,0.2406,0.5678,neutral,-0.0489
2021-10-05,SPY announces major share buyback program,SPY,Yahoo Finance,0.0883,0.4466,0.4651,neutral,-0.3582
2021-10-05,Analysts maintain hold rating on QQQ,QQQ,Bloomberg,0.1656,0.2883,0.5461,neutral,-0.1227
2021-10-05,AAPL dividend increase signals management confidence,AAPL,CNBC,0.8676,0.0443,0.088,positive,0.8233
2021-10-07,QQQ layoffs signal deeper problems in core business,QQQ,MarketWatch,0.0819,0.6786,0.2396,negative,-0.5967
2021-10-08,Trading volume in MSFT remains steady ahead of earnings,MSFT,MarketWatch,0.2064,0.2548,0.5387,neutral,-0.0484
2021-10-11,QQQ dividend increase signals management confidence,QQQ,Bloomberg,0.6449,0.1204,0.2347,positive,0.5245
2021-10-11,Market selloff drags MSFT below key support levels,MSFT,MarketWatch,0.0312,0.7369,0.2319,negative,-0.7057
2021-10-11,Consumer confidence drops to lowest level in six months,,Yahoo Finance,0.094,0.782,0.124,negative,-0.688
2021-10-12,Options activity in AAPL suggests sideways movement,AAPL,Reuters,0.0528,0.3956,0.5516,neutral,-0.3428
2021-10-13,Institutional investors increase holdings in GOOGL,GOOGL,Bloomberg,0.6243,0.0727,0.303,positive,0.5515
2021-10-14,Tech sector leads market decline on growth concerns,,MarketWatch,0.0951,0.624,0.281,negative,-0.5289
2021-10-18,Mixed signals for GOOGL as sector consolidates,GOOGL,CNBC,0.264,0.0723,0.6637,neutral,0.1917
2021-10-18,Trade tensions weigh on AAPL international revenue,AAPL,Reuters,0.2223,0.1337,0.6441,neutral,0.0886
2021-10-19,MSFT board approves routine corporate matters,MSFT,CNBC,0.2964,0.0711,0.6325,neutral,0.2253
2021-10-19,S&P 500 closes at session highs on broad rally,,Bloomberg,0.6466,0.0546,0.2988,positive,0.592
2021-10-20,MSFT profit margins expand amid cost cutting efforts,MSFT,CNBC,0.1714,0.3407,0.4879,neutral,-0.1693
2021-10-22,Rising costs pressure QQQ profit margins,QQQ,Yahoo Finance,0.0551,0.5856,0.3593,negative,-0.5305
2021-10-26,Analysts downgrade GOOGL citing valuation concerns,GOOGL,Yahoo Finance,0.1445,0.7286,0.1269,negative,-0.5841
2021-10-26,MSFT CFO departure raises governance questions,MSFT,MarketWatch,0.2359,0.0249,0.7391,neutral,0.211
2021-10-26,MSFT cloud revenue growth accelerates in latest quarter,MSFT,Reuters,0.694,0.1325,0.1735,positive,0.5616
2021-10-27,QQQ files routine regulatory paperwork,QQQ,CNBC,0.2775,0.01,0.7125,neutral,0.2675
2021-10-27,Market selloff drags AAPL below key support levels,AAPL,MarketWatch,0.0462,0.7868,0.167,negative,-0.7406
2021-10-27,MSFT profit margins expand amid cost cutting efforts,MSFT,Bloomberg,0.2787,0.244,0.4773,neutral,0.0347
2021-10-28,GOOGL CFO departure raises governance questions,GOOGL,Bloomberg,0.124,0.4094,0.4667,neutral,-0.2854
2021-10-28,Analysts maintain hold rating on MSFT,MSFT,MarketWatch,0.0555,0.3484,0.5961,neutral,-0.2929
2021-10-29,QQQ announces leadership transition plan,QQQ,Reuters,0.1218,0.1561,0.7221,neutral,-0.0344
2021-11-01,Treasury yields climb as inflation data tops expectations,,CNBC,0.2984,0.2431,0.4586,neutral,0.0553
2021-11-01,SPY announces leadership transition plan,SPY,Reuters,0.2692,0.1874,0.5434,neutral,0.0818
2021-11-01,AAPL profit margins expand amid cost cutting efforts,AAPL,Yahoo Finance,0.2158,0.1982,0.586,neutral,0.0176
2021-11-02,SPY maintains dividend at current levels,SPY,Bloomberg,0.1757,0.302,0.5223,neutral,-0.1262
2021-11-04,MSFT lowers guidance amid macroeconomic headwinds,MSFT,Reuters,0.1436,0.6453,0.211,negative,-0.5017
2021-11-05,Earnings season kicks off with mixed bank results,,CNBC,0.1187,0.413,0.4683,neutral,-0.2944
2021-11-09,QQQ hit by data breach affecting millions of users,QQQ,Reuters,0.0824,0.8805,0.0371,negative,-0.798
2021-11-10,Concerns mount over GOOGL slowing growth trajectory,GOOGL,MarketWatch,0.1047,0.772,0.1232,negative,-0.6673
2021-11-10,Rising costs pressure QQQ profit margins,QQQ,MarketWatch,0.0223,0.5762,0.4015,negative,-0.5539
2021-11-10,Oil prices surge on geopolitical tensions in Middle East,,Reuters,0.897,0.0553,0.0477,positive,0.8417
2021-11-15,Sector rotation leaves AAPL flat on the day,AAPL,Bloomberg,0.2205,0.2154,0.5641,neutral,0.0051
2021-11-16,Rising costs pressure SPY profit margins,SPY,Bloomberg,0.1153,0.6374,0.2473,negative,-0.5221
2021-11-18,Analysts maintain hold rating on GOOGL,GOOGL,Yahoo Finance,0.2642,0.1484,0.5875,neutral,0.1158
2021-11-19,Institutional investors increase holdings in AAPL,AAPL,CNBC,0.6531,0.0465,0.3004,positive,0.6066
2021-11-22,AAPL completes previously announced restructuring,AAPL,Bloomberg,0.1316,0.1689,0.6995,neutral,-0.0373
2021-11-23,MSFT faces regulatory scrutiny over business practices,MSFT,Yahoo Finance,0.1232,0.7024,0.1744,negative,-0.5792
2021-11-23,MSFT announces major share buyback program,MSFT,MarketWatch,0.1604,0.1989,0.6407,neutral,-0.0385
2021-11-24,AAPL warns of supply chain disruptions impacting margins,AAPL,CNBC,0.1193,0.6425,0.2382,negative,-0.5231
2021-11-24,SPY warns of supply chain disruptions impacting margins,SPY,MarketWatch,0.1407,0.6168,0.2426,negative,-0.4761
2021-11-26,MSFT faces class action lawsuit from shareholders,MSFT,Reuters,0.1246,0.6056,0.2697,negative,-0.481
2021-11-29,AAPL board approves routine corporate matters,AAPL,Reuters,0.0965,0.3262,0.5773,neutral,-0.2297
2021-11-29,AAPL hit by data breach affecting millions of users,AAPL,Yahoo Finance,0.0488,0.6989,0.2523,negative,-0.6501
2021-11-30,SPY cloud revenue growth accelerates in latest quarter,SPY,CNBC,0.6003,0.0511,0.3486,positive,0.5492
2021-11-30,GOOGL reports results in line with expectations,GOOGL,Reuters,0.0765,0.2133,0.7102,neutral,-0.1368
2021-11-30,AAPL announces leadership transition plan,AAPL,CNBC,0.0512,0.207,0.7418,neutral,-0.1557
2021-12-01,Trading volume in QQQ remains steady ahead of earnings,QQQ,MarketWatch,0.2641,0.0884,0.6475,neutral,0.1757
2021-12-01,AAPL holds investor day with no major announcements,AAPL,Reuters,0.086,0.1838,0.7302,neutral,-0.0978
2021-12-02,MSFT warns of supply chain disruptions impacting margins,MSFT,Bloomberg,0.034,0.8083,0.1577,negative,-0.7744
2021-12-02,Market rally lifts SPY to new 52-week high,SPY,Yahoo Finance,0.6805,0.1152,0.2044,positive,0.5653
2021-12-03,Trading volume in QQQ remains steady ahead of earnings,QQQ,MarketWatch,0.1283,0.3179,0.5538,neutral,-0.1895
2021-12-07,Retail investors drive unusual options activity,,Yahoo Finance,0.0666,0.4486,0.4848,neutral,-0.382
2021-12-07,Global markets rally on trade deal optimism,,Yahoo Finance,0.5927,0.1338,0.2735,positive,0.4588
2021-12-08,Options activity in GOOGL suggests sideways movement,GOOGL,CNBC,0.2232,0.3234,0.4534,neutral,-0.1002
2021-12-10,AAPL maintains dividend at current levels,AAPL,Bloomberg,0.192,0.1274,0.6806,neutral,0.0645
2021-12-13,QQQ announces leadership transition plan,QQQ,Yahoo Finance,0.2131,0.1177,0.6692,neutral,0.0954
2021-12-14,Strong consumer demand drives GOOGL sales higher,GOOGL,MarketWatch,0.7186,0.0698,0.2117,positive,0.6488
2021-12-14,SPY faces regulatory scrutiny over business practices,SPY,Bloomberg,0.1388,0.8517,0.0095,negative,-0.713
2021-12-14,Cryptocurrency volatility spills over into tech stocks,,Yahoo Finance,0.0993,0.2553,0.6454,neutral,-0.156
2021-12-15,Analysts downgrade SPY citing valuation concerns,SPY,Bloomberg,0.0845,0.7157,0.1997,negative,-0.6312
2021-12-15,Manufacturing PMI signals contraction for third month,,Yahoo Finance,0.1068,0.8304,0.0627,negative,-0.7236
2021-12-15,Markets tumble on recession fears and weak economic data,,Reuters,0.1084,0.7405,0.1511,negative,-0.632
2021-12-17,GOOGL holds investor day with no major announcements,GOOGL,CNBC,0.2442,0.2986,0.4572,neutral,-0.0545
2021-12-17,Institutional investors increase holdings in AAPL,AAPL,MarketWatch,0.6283,0.1053,0.2664,positive,0.523
2021-12-17,Oil prices surge on geopolitical tensions in Middle East,,CNBC,0.5922,0.0349,0.3729,positive,0.5573
2021-12-20,SPY launches innovative product to positive reviews,SPY,MarketWatch,0.5632,0.1383,0.2985,positive,0.4249
2021-12-20,AAPL files routine regulatory paperwork,AAPL,Bloomberg,0.1405,0.2281,0.6314,neutral,-0.0877
2021-12-20,MSFT faces regulatory scrutiny over business practices,MSFT,Reuters,0.1014,0.8415,0.0571,negative,-0.7401
2021-12-21,AAPL secures major government contract worth billions,AAPL,Bloomberg,0.7794,0.0833,0.1373,positive,0.6961
2021-12-21,Competition intensifies as AAPL loses market share,AAPL,CNBC,0.0536,0.5529,0.3935,negative,-0.4993
2021-12-21,Options activity in QQQ suggests sideways movement,QQQ,CNBC,0.2156,0.3017,0.4827,neutral,-0.0861
2021-12-22,QQQ reports record revenue in Q1 results,QQQ,Yahoo Finance,0.642,0.0785,0.2795,positive,0.5635
2021-12-22,Mixed signals for AAPL as sector consolidates,AAPL,Reuters,0.0858,0.3582,0.556,neutral,-0.2724
2021-12-23,Mixed signals for GOOGL as sector consolidates,GOOGL,Yahoo Finance,0.2749,0.0097,0.7154,neutral,0.2652
2021-12-23,Central banks globally signal tightening monetary policy,,Reuters,0.2568,0.2678,0.4754,neutral,-0.0109
2021-12-24,Small caps outperform as risk appetite improves,,Reuters,0.7307,0.1206,0.1487,positive,0.6101
2021-12-27,QQQ volume picks up ahead of next week earnings,QQQ,Reuters,0.0831,0.4216,0.4953,neutral,-0.3385
2021-12-29,Bond market inversion deepens recession concerns,,Yahoo Finance,0.1332,0.857,0.0097,negative,-0.7238
2021-12-29,QQQ warns of supply chain disruptions impacting margins,QQQ,MarketWatch,0.1331,0.7224,0.1445,negative,-0.5893
2021-12-30,Options activity in QQQ suggests sideways movement,QQQ,Yahoo Finance,0.0963,0.2535,0.6502,neutral,-0.1573
2021-12-31,Trading volume in SPY remains steady ahead of earnings,SPY,Reuters,0.084,0.3673,0.5487,neutral,-0.2833
2021-12-31,Small caps outperform as risk appetite improves,,Bloomberg,0.8364,0.1481,0.0156,positive,0.6883
2022-01-03,"Fed signals potential rate changes, markets react",,Reuters,0.214,0.1721,0.6139,neutral,0.0418
2022-01-04,SPY warns of supply chain disruptions impacting margins,SPY,CNBC,0.0492,0.8261,0.1248,negative,-0.7769
2022-01-05,SPY dividend increase signals management confidence,SPY,CNBC,0.6743,0.0736,0.2521,positive,0.6007
2022-01-06,GDP growth slows but beats revised expectations,,Bloomberg,0.77,0.1306,0.0994,positive,0.6394
2022-01-07,Earnings season kicks off with mixed bank results,,MarketWatch,0.1677,0.306,0.5263,neutral,-0.1383
2022-01-07,MSFT announces leadership transition plan,MSFT,MarketWatch,0.0718,0.2527,0.6755,neutral,-0.1808
2022-01-11,GOOGL reports results in line with expectations,GOOGL,CNBC,0.0861,0.31,0.6039,neutral,-0.2239
2022-01-11,Analysts maintain hold rating on SPY,SPY,CNBC,0.242,0.1463,0.6117,neutral,0.0957
2022-01-12,MSFT volume picks up ahead of next week earnings,MSFT,Yahoo Finance,0.2624,0.2165,0.5211,neutral,0.0458
2022-01-13,Sector rotation leaves MSFT flat on the day,MSFT,Yahoo Finance,0.0977,0.3519,0.5504,neutral,-0.2542
2022-01-13,GOOGL lowers guidance amid macroeconomic headwinds,GOOGL,Yahoo Finance,0.1339,0.7222,0.1439,negative,-0.5883
2022-01-14,Analysts downgrade AAPL citing valuation concerns,AAPL,CNBC,0.0626,0.5755,0.3619,negative,-0.5129
2022-01-14,GOOGL hit by data breach affecting millions of users,GOOGL,CNBC,0.0665,0.7917,0.1418,negative,-0.7252
2022-01-14,GOOGL trading near 50-day moving average,GOOGL,Yahoo Finance,0.133,0.3958,0.4712,neutral,-0.2628
2022-01-18,Market rally lifts SPY to new 52-week high,SPY,CNBC,0.8456,0.1445,0.0099,positive,0.7012
2022-01-20,Sector rotation leaves QQQ flat on the day,QQQ,Bloomberg,0.1923,0.3457,0.4619,neutral,-0.1534
2022-01-20,MSFT secures major government contract worth billions,MSFT,CNBC,0.589,0.1085,0.3026,positive,0.4805
2022-01-21,SPY completes previously announced restructuring,SPY,CNBC,0.0537,0.4939,0.4524,neutral,-0.4403
2022-01-24,Tech sector leads market decline on growth concerns,,Bloomberg,0.0297,0.8374,0.1329,negative,-0.8078
2022-01-24,Retail investors drive unusual options activity,,Reuters,0.2895,0.1689,0.5416,neutral,0.1206
2022-01-24,Analysts maintain hold rating on MSFT,MSFT,Yahoo Finance,0.0904,0.1641,0.7456,neutral,-0.0737
2022-01-25,Treasury yields climb as inflation data tops expectations,,Yahoo Finance,0.1898,0.1919,0.6183,neutral,-0.0022
2022-01-25,SPY files routine regulatory paperwork,SPY,Reuters,0.2812,0.1331,0.5857,neutral,0.1481
2022-01-26,SPY trading near 50-day moving average,SPY,Yahoo Finance,0.2411,0.0827,0.6762,neutral,0.1585
2022-01-28,AAPL files routine regulatory paperwork,AAPL,Yahoo Finance,0.1586,0.3105,0.5309,neutral,-0.152
2022-01-28,GOOGL warns of supply chain disruptions impacting margins,GOOGL,Bloomberg,0.0589,0.7303,0.2108,negative,-0.6715
2022-02-01,Concerns mount over GOOGL slowing growth trajectory,GOOGL,Reuters,0.0364,0.5851,0.3785,negative,-0.5487
2022-02-01,MSFT launches innovative product to positive reviews,MSFT,Yahoo Finance,0.6168,0.0465,0.3367,positive,0.5704
2022-02-02,Retail investors drive unusual options activity,,MarketWatch,0.1139,0.3635,0.5227,neutral,-0.2496
2022-02-03,SPY lowers guidance amid macroeconomic headwinds,SPY,MarketWatch,0.0862,0.7186,0.1951,negative,-0.6324
2022-02-03,MSFT to present at upcoming investor conference,MSFT,MarketWatch,0.2768,0.1805,0.5427,neutral,0.0963
2022-02-07,Consumer confidence drops to lowest level in six months,,Yahoo Finance,0.1224,0.7547,0.123,negative,-0.6323
2022-02-09,Analysts upgrade AAPL to 'buy' after strong quarter,AAPL,Bloomberg,0.892,0.0412,0.0668,positive,0.8508
2022-02-09,SPY raises full-year guidance above consensus,SPY,Reuters,0.7083,0.0763,0.2154,positive,0.632
2022-02-09,Strong consumer demand drives MSFT sales higher,MSFT,Reuters,0.6812,0.0212,0.2977,positive,0.66
2022-02-10,SPY completes previously announced restructuring,SPY,MarketWatch,0.0779,0.2273,0.6948,neutral,-0.1494
2022-02-10,MSFT faces regulatory scrutiny over business practices,MSFT,CNBC,0.1149,0.8756,0.0095,negative,-0.7607
2022-02-10,QQQ raises full-year guidance above consensus,QQQ,Bloomberg,0.7646,0.0401,0.1953,positive,0.7245
2022-02-11,AAPL profit margins expand amid cost cutting efforts,AAPL,Yahoo Finance,0.1153,0.2801,0.6046,neutral,-0.1648
2022-02-11,Analysts upgrade QQQ to 'buy' after strong quarter,QQQ,Yahoo Finance,0.6434,0.1278,0.2288,positive,0.5155
2022-02-14,Options activity in MSFT suggests sideways movement,MSFT,CNBC,0.1627,0.2731,0.5642,neutral,-0.1104
2022-02-15,MSFT board approves routine corporate matters,MSFT,Bloomberg,0.0719,0.2252,0.7029,neutral,-0.1532
2022-02-15,VIX spikes as volatility returns to equity markets,,MarketWatch,0.1946,0.1771,0.6284,neutral,0.0175
2022-02-17,AAPL reports record revenue in Q4 results,AAPL,Yahoo Finance,0.7073,0.1279,0.1648,positive,0.5795
2022-02-18,Housing market shows signs of cooling as rates rise,,MarketWatch,0.1663,0.1008,0.7329,neutral,0.0655
2022-02-18,Sector rotation leaves GOOGL flat on the day,GOOGL,Yahoo Finance,0.1755,0.2376,0.5868,neutral,-0.0621
2022-02-21,MSFT announces major share buyback program,MSFT,Yahoo Finance,0.217,0.116,0.6669,neutral,0.101
2022-02-21,AAPL faces regulatory scrutiny over business practices,AAPL,Reuters,0.0283,0.6324,0.3392,negative,-0.6041
2022-02-22,Consumer confidence drops to lowest level in six months,,Bloomberg,0.0539,0.9012,0.0448,negative,-0.8473
2022-02-22,SPY lowers guidance amid macroeconomic headwinds,SPY,CNBC,0.1277,0.7863,0.086,negative,-0.6586
2022-02-23,Cryptocurrency volatility spills over into tech stocks,,Reuters,0.2089,0.2511,0.5401,neutral,-0.0422
2022-02-24,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,MarketWatch,0.5899,0.1461,0.264,positive,0.4438
2022-02-25,Central banks globally signal tightening monetary policy,,Bloomberg,0.1595,0.373,0.4674,neutral,-0.2135
2022-02-25,MSFT reports record revenue in Q1 results,MSFT,CNBC,0.7486,0.1228,0.1286,positive,0.6259
2022-02-25,MSFT reports results in line with expectations,MSFT,Bloomberg,0.1602,0.3535,0.4863,neutral,-0.1933
2022-02-28,MSFT board approves routine corporate matters,MSFT,CNBC,0.128,0.3321,0.5399,neutral,-0.2041
2022-03-01,Housing market shows signs of cooling as rates rise,,Yahoo Finance,0.0514,0.265,0.6836,neutral,-0.2136
2022-03-02,Short sellers increase bets against SPY,SPY,Reuters,0.8272,0.1254,0.0475,positive,0.7018
2022-03-02,Mixed signals for GOOGL as sector consolidates,GOOGL,Bloomberg,0.2067,0.0729,0.7204,neutral,0.1338
2022-03-02,Concerns mount over MSFT slowing growth trajectory,MSFT,Reuters,0.0755,0.6734,0.2511,negative,-0.5978
2022-03-03,GOOGL expands into new market with strategic acquisition,GOOGL,MarketWatch,0.8628,0.1277,0.0095,positive,0.735
2022-03-04,MSFT announces leadership transition plan,MSFT,Bloomberg,0.2858,0.1252,0.5891,neutral,0.1606
2022-03-04,AAPL announces major share buyback program,AAPL,Yahoo Finance,0.2753,0.0278,0.6969,neutral,0.2474
2022-03-07,SPY trading near 50-day moving average,SPY,Bloomberg,0.2644,0.0807,0.6549,neutral,0.1837
2022-03-07,QQQ maintains dividend at current levels,QQQ,Yahoo Finance,0.073,0.2095,0.7175,neutral,-0.1365
2022-03-08,Analysts downgrade AAPL citing valuation concerns,AAPL,Reuters,0.0634,0.9071,0.0295,negative,-0.8438
2022-03-09,Bond market inversion deepens recession concerns,,Reuters,0.1229,0.7128,0.1643,negative,-0.5898
2022-03-09,Market rally lifts SPY to new 52-week high,SPY,CNBC,0.796,0.1361,0.0679,positive,0.6599
2022-03-10,Sector rotation leaves GOOGL flat on the day,GOOGL,MarketWatch,0.1433,0.2865,0.5702,neutral,-0.1432
2022-03-10,GOOGL launches innovative product to positive reviews,GOOGL,Bloomberg,0.5617,0.0802,0.3581,positive,0.4816
2022-03-11,Analysts downgrade MSFT citing valuation concerns,MSFT,CNBC,0.0592,0.8179,0.1229,negative,-0.7588
2022-03-16,GDP growth slows but beats revised expectations,,Bloomberg,0.7212,0.0485,0.2303,positive,0.6727
2022-03-16,Market rally lifts AAPL to new 52-week high,AAPL,Bloomberg,0.8359,0.0279,0.1362,positive,0.8081
2022-03-17,SPY dividend increase signals management confidence,SPY,CNBC,0.811,0.0693,0.1197,positive,0.7417
2022-03-17,SPY layoffs signal deeper problems in core business,SPY,Bloomberg,0.131,0.5654,0.3037,negative,-0.4344
2022-03-18,AAPL CFO departure raises governance questions,AAPL,Yahoo Finance,0.1998,0.2039,0.5963,neutral,-0.004
2022-03-18,GOOGL board approves routine corporate matters,GOOGL,CNBC,0.2138,0.1166,0.6696,neutral,0.0971
2022-03-21,Small caps outperform as risk appetite improves,,MarketWatch,0.8204,0.1191,0.0605,positive,0.7013
2022-03-21,S&P 500 closes at session highs on broad rally,,CNBC,0.768,0.0675,0.1645,positive,0.7005
2022-03-23,Trade tensions weigh on GOOGL international revenue,GOOGL,Bloomberg,0.2757,0.2013,0.5229,neutral,0.0744
2022-03-23,MSFT hit by data breach affecting millions of users,MSFT,Yahoo Finance,0.0665,0.9089,0.0246,negative,-0.8424
2022-03-24,Institutional investors increase holdings in SPY,SPY,Yahoo Finance,0.5916,0.0489,0.3595,positive,0.5426
2022-03-25,QQQ trading near 50-day moving average,QQQ,Reuters,0.0932,0.2556,0.6512,neutral,-0.1623
2022-03-25,MSFT completes previously announced restructuring,MSFT,MarketWatch,0.2808,0.0352,0.684,neutral,0.2456
2022-03-28,Earnings season kicks off with mixed bank results,,MarketWatch,0.0523,0.2086,0.7391,neutral,-0.1562
2022-03-29,Trading volume in AAPL remains steady ahead of earnings,AAPL,Bloomberg,0.235,0.0275,0.7374,neutral,0.2075
2022-03-29,MSFT files routine regulatory paperwork,MSFT,MarketWatch,0.1538,0.371,0.4752,neutral,-0.2172
2022-04-01,S&P 500 closes at session highs on broad rally,,Bloomberg,0.809,0.1444,0.0466,positive,0.6646
2022-04-01,AAPL reports record revenue in Q1 results,AAPL,MarketWatch,0.6107,0.0366,0.3527,positive,0.5741
2022-04-01,MSFT launches innovative product to positive reviews,MSFT,Bloomberg,0.7248,0.1459,0.1294,positive,0.5789
2022-04-05,GOOGL faces class action lawsuit from shareholders,GOOGL,Bloomberg,0.0496,0.9094,0.041,negative,-0.8598
2022-04-06,Treasury yields climb as inflation data tops expectations,,MarketWatch,0.277,0.1772,0.5458,neutral,0.0998
2022-04-06,QQQ launches innovative product to positive reviews,QQQ,Bloomberg,0.8219,0.1464,0.0317,positive,0.6755
2022-04-06,Global markets rally on trade deal optimism,,Reuters,0.8805,0.048,0.0716,positive,0.8325
2022-04-07,SPY board approves routine corporate matters,SPY,MarketWatch,0.0621,0.2599,0.6779,neutral,-0.1978
2022-04-08,AAPL expands into new market with strategic acquisition,AAPL,MarketWatch,0.8526,0.0982,0.0492,positive,0.7544
2022-04-08,MSFT reports record revenue in Q3 results,MSFT,Yahoo Finance,0.8538,0.1368,0.0094,positive,0.717
2022-04-08,Retail investors drive unusual options activity,,Bloomberg,0.0901,0.4446,0.4652,neutral,-0.3545
2022-04-12,Dollar strengthens as global growth concerns persist,,Reuters,0.1343,0.7292,0.1365,negative,-0.5948
2022-04-12,MSFT maintains dividend at current levels,MSFT,Reuters,0.2911,0.0146,0.6943,neutral,0.2765
2022-04-13,Oil prices surge on geopolitical tensions in Middle East,,Reuters,0.7787,0.0534,0.168,positive,0.7253
2022-04-14,AAPL reports record revenue in Q1 results,AAPL,MarketWatch,0.5593,0.049,0.3917,positive,0.5103
2022-04-15,Central banks globally signal tightening monetary policy,,MarketWatch,0.2816,0.0658,0.6526,neutral,0.2157
2022-04-18,S&P 500 closes at session highs on broad rally,,Bloomberg,0.6687,0.1338,0.1974,positive,0.5349
2022-04-18,GOOGL holds investor day with no major announcements,GOOGL,MarketWatch,0.1271,0.3045,0.5685,neutral,-0.1774
2022-04-20,Global markets rally on trade deal optimism,,Reuters,0.7383,0.0775,0.1842,positive,0.6608
2022-04-21,Analysts upgrade QQQ to 'buy' after strong quarter,QQQ,CNBC,0.8881,0.0809,0.031,positive,0.8072
2022-04-22,MSFT reports results in line with expectations,MSFT,Reuters,0.2606,0.2062,0.5332,neutral,0.0545
